LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:94dd0b,Sue把它给退回来了,Sue actually gave it back,,Player,WearingTurtleHat
line:46d435,她说她不愿意再依赖\n所谓的运气了,she said she doesn't wanna\nrely on luck anymore,,Player,WearingTurtleHat
line:535119,这真是太好了！,that's great!,,Original,WearingTurtleHat
line:99d2d2,这一切都与运气无关,it's NOT luck,,Original,WearingTurtleHat
line:a8e13e,她的实力本就非常强劲,she's very talented,,Original,WearingTurtleHat
line:8ce0f2,所以你打算把\n这根头带收回吗？,so do you want the headband back?,,Player,WearingTurtleHat
line:b92c11,呃,eh,,Original,WearingTurtleHat
line:8bd0cd,你看上去很喜欢它啊,you seem to like it,,Original,WearingTurtleHat
line:6bc6e4,这东西归你了,you can have it,,Original,WearingTurtleHat
line:771311,嗯,hmm,,Original,WearingTurtleHat
line:766c86,这头带看上去有点眼熟,that headband looks familiar,If you try on the headband after getting it from the turtle.,Original,WearingTurtleHat
line:7c21a4,哦，额,oh um,,Player,WearingTurtleHat
line:66a5b7,我只是...,i'm just...,,Player,WearingTurtleHat
line:db3fc8,想试试合不合身,seeing out how fits,,Player,WearingTurtleHat
line:edfd80,它看起来很舒适,it looked comfy,,Player,WearingTurtleHat
line:3e41a9,没错，这是根不错的头带,yeah it's pretty good,,Original,WearingTurtleHat
line:fc7c57,所以...,so...,If you talk to them again in this situation.,Original,WearingTurtleHat
line:d07a27,你是打算继续试用我的头带吗？,you're still giving my\nheadband a trial run?,,Original,WearingTurtleHat
line:66311b,啊—,uhh,,Player,WearingTurtleHat
line:df8a6c,这只是,it's just,,Player,WearingTurtleHat
line:e63954,我的口袋实在是太满了,my pockets are pretty full,,Player,WearingTurtleHat
line:4d554f,这是最方便的携带方式了,this is the easiest way to carry it,,Player,WearingTurtleHat
line:a9b055,有点道理,fair enough,,Original,WearingTurtleHat
line:da259b,嗯...,hmm...,"If you talk to the rabbit with the headband, completing the delivery.",Original,GiveRabbitHeadband
line:9fc921,这不是那条,that's not it,,Original,GiveRabbitHeadband
line:33e75b,汗渍的位置对不上,the sweat stains aren't\nin the right place,,Original,GiveRabbitHeadband
line:488a7a,呃啊,ew,,Player,GiveRabbitHeadband
line:0f391c,你从哪找到这个的？,where did you find this?,,Original,GiveRabbitHeadband
line:6022ce,"实际上，这是那个乌龟给我的","actually, the turtle gave it to me",,Player,GiveRabbitHeadband
line:b8eac1,对方说你可以拿上这个,they said you could have it,,Player,GiveRabbitHeadband
line:1c787f,其在期待比赛到来的同时也希望你不要缺席！,they're looking forward to\nthe race and didn't\nwant you to miss it!,,Player,GiveRabbitHeadband
line:f89496,什么？！,what?!,,Original,GiveRabbitHeadband
line:b09c25,真的吗？？,REALLY??,,Original,GiveRabbitHeadband
line:2db8e8,乌龟TAYLOR！？,TAYLOR THE TURTLE!?,,Original,GiveRabbitHeadband
line:b15c5f,"那只乌龟可是拿过，地区冠军的吧！？","they're like, the regional champion!?",,Original,GiveRabbitHeadband
line:7e105f,这根头带一定比我的那根要多上,this headband has to be like,,Original,GiveRabbitHeadband
line:ad2191,至少两倍的幸运值,at least TWICE as lucky,,Original,GiveRabbitHeadband
line:3509ed,...甚至更多...,...possibly even...,,Original,GiveRabbitHeadband
line:22dcd9,也许是四倍,QUADRUPLE lucky,,Original,GiveRabbitHeadband
line:316e5d,！！！,!!!,,Player,GiveRabbitHeadband
line:f666e4,好的,ok,,Original,GiveRabbitHeadband
line:64abcd,我收下了,i'll take it,,Original,GiveRabbitHeadband
line:de12bd,我简直太兴奋了！,i'm so pumped!,,Original,GiveRabbitHeadband
line:b2cecd,拿着这双跑鞋,take these running shoes,,Original,GiveRabbitHeadband
line:d25506,有了它们，你可以按下<color=red>{{RunButton}}</color>来奔跑！,you can hold <color=red>{{RunButton}}</color> to run with them!,,Original,GiveRabbitHeadband
line:7e631b,不过,however,,Original,GiveRabbitHeadband
line:0ce32d,你需要记住的是奔跑\n是需要<color=red>金羽毛</color>来维持的,just keep in mind that running\nrequires <color=red>golden feathers</color>,,Original,GiveRabbitHeadband
line:489295,"<sprite tint=1 name=""UpArrow"">观景点","<sprite tint=1 name=""UpArrow""> Outlook Point",,Original,OutlookPointSignStart
line:32213c,还是没有草莓吗？,still out of strawberries?,"If the player talks to the Ranger Goat at 5PM, after discovering they're out of strawberries.",Player,Strawberries
line:2edee7,没—错,yup,,Original,Strawberries
line:90688d,这个，我听说了有关草莓的事,so i heard about the strawberries,If the player talks to the Ranger Goat at 5PM.,Player,Strawberries
line:50c6f6,...然后现在是下午五点了,...and it's 5PM,,Player,Strawberries
line:28fb4e,啊，倒霉,aw shucks,,Original,Strawberries
line:75bc5b,我们没有草莓了,we're all out,,Original,Strawberries
line:5a0e10,什么！？,what!?,,Player,Strawberries
line:4787bc,但,but,,Player,Strawberries
line:9d23e0,这不就是虚假宣传了吗！,that's false advertising!,,Player,Strawberries
line:792b7e,抱歉,sorry,,Original,Strawberries
line:fa09b1,我们一般都是本地进货的,we usually pick them locally,,Original,Strawberries
line:74f9e3,但今年本地草莓的收成低的出奇,the yield was weirdly low this year,,Original,Strawberries
line:445678,不过啊,i mean,,Original,Strawberries
line:a9f2f4,吐司我们这里还有很多,we still have lots of toast,,Original,Strawberries
line:2badff,你想来点吐司吗？,you want some toast?,,Original,Strawberries
line:b2dc23,给我来份吐司！,hook me up with some toast!,,Player,Strawberries
line:5a9a92,好的，然后...,alrighty then...,,Original,Strawberries
line:7dd7f0,"那么，想再来点别的吗？","so, is there anything else you need?",,Original,Strawberries
line:cb857e,我可以买根<color=red>金羽毛</color>吗？,can i buy a <color=red>golden feather?</color>,Dialogue choice.,Player,Strawberries
line:38ecce,你这里都有什么商品？,what kind of merch do you sell?,Dialogue choice.,Player,Strawberries
line:29e369,我得润了,i gotta jet,Dialogue choice.,Player,Strawberries
line:6fed20,一会儿见,see ya,,Original,Strawberries
line:912017,"好吧，我把吐司给吃了吧","sure, i'll eat this toast",If the player eats the toast from the inventory menu.,Player,EatToastStart
line:c77269,为什么不呢,why not,,Player,EatToastStart
line:ad9d4d,嗯,mmm,,Player,EatToastStart
line:34c2bd,我感觉....,i feel....,,Player,EatToastStart
line:e92388,没啥区别,the same,,Player,EatToastStart
line:818d86,喂,yo,,Original,TucanStart
line:6f4292,这股上升气流非常正点哦！,this updraft is ON POINT!,,Original,TucanStart
line:f6e187,你可以在这里来几个靓靓的俯冲诶！,you can get some sick dives on it!,,Original,TucanStart
line:07d094,嘿呦！,heyo!,If the player talks to the Tucan again.,Original,TucanStart
line:216605,"<sprite name=""Music"" tint=1>是的，我就在这里吹吹风","<sprite name=""Music"" tint=1> yeah i'm just chillin' here",,Original,TucanStart
line:27042d,"<sprite name=""Music"" tint=1>顺便爽爽的吸收紫外线","<sprite name=""Music"" tint=1> soakin' up those sweet sweet rays",,Original,TucanStart
line:fff7e4,"<sprite name=""Music"" tint=1>只要有我这防晒指数50的好东西","<sprite name=""Music"" tint=1> as long as i got my SPF fifty",,Original,TucanStart
line:dd17df,"<sprite name=""Music"" tint=1>就能美美的躺上一整天","<sprite name=""Music"" tint=1> i could lie here for sweet sweet days",,Original,TucanStart
line:3143e6,俯冲该怎么做呢？,how do you dive?,Dialogue choice.,Player,TucanStart
line:288233,听上去不错啊,sounds nice,Dialogue choice.,Player,TucanStart
line:cbb188,"哦天呐，很容易的","oh dang, it's easy",If the player asks to learn.,Original,TucanStart
line:cf9948,不过当然需要一些练习,but it takes some practice,,Original,TucanStart
line:3adfca,你可得听好了,you gotta hear me out,,Original,TucanStart
line:d3aad8,首先,first,,Original,TucanStart
line:69d4a2,你得先滑翔...,you gotta be gliding...,,Original,TucanStart
line:e0ec7f,如你所知的那样,as you know,,Original,TucanStart
line:33f613,你需要<color=red>按住{{JumpButton}}</color>来滑翔,you glide by <color=red>holding {{JumpButton}}</color>,,Original,TucanStart
line:3b003c,"然后，如果你离\n地面够高的话","then, if you're high enough\noff the ground",,Original,TucanStart
line:ade2f6,你就可以<color=red>松开你的摇杆</color>\n来俯冲了,<color=red>release your joystick</color>\nto dive downward,,Original,TucanStart
line:ed17e5,你就可以<color=red>松开所有方向键</color>\n来俯冲了,<color=red>release all arrow keys</color>\nto dive downward,,Original,TucanStart
line:4c73ef,不过你还需要记得<color=red>按住{{JumpButton}}</color>,but you must still remember\nto <color=red>hold {{JumpButton}}</color>,,Original,TucanStart
line:38fdce,这是最困难的部分！,that's the tricky part!,,Original,TucanStart
line:2b369a,"一次好的俯冲能让你\n<color=red>获得大量的速度</color>","with a good dive, you can\n<color=red>build up a lot of speed</color>",,Original,TucanStart
line:58343b,你可以借助这里的\n上升气流来练习,you can practice by gliding\nover this updraft,,Original,TucanStart
line:547d16,它们可以将你的高度抬到\n非常高，这很有助于训练！,that'll give you a lot of\nheight to work with!,,Original,TucanStart
line:b2dd9d,"可恶，你已经会了","dang, you KNOW it","If the player says ""sounds nice.""",Original,TucanStart
line:d3f65e,这东西赞得像拌椒饭,it's nice like some rice with spice,This is a silly thing I made up that rhymes.,Original,TucanStart
line:1eaf2b,*喘气*,*huff*,This cutscene plays when the player makes it to the top of Hawk Peak.,Player,Cellphone2
line:c2341c,呼,phew,,Player,Cellphone2
line:9dbecf,我...,i...,,Player,Cellphone2
line:c8f624,...我做到了！,...i did it!,,Player,Cellphone2
line:a329a8,！！！,!!!,,Player,Cellphone2
line:f43890,手机信号！！,CELLPHONE RECEPTION!!,,Player,Cellphone2
line:8c98d3,我从这里可以看到我的房子！,i can see my house from here!,"If the player stands on a rock overlooking her Aunt's cabin, this plays.",Player,YellAtMayStart
line:d88089,...,...,,Player,YellAtMayStart
line:d84529,呃咳,ahem,,Player,YellAtMayStart
line:a64258,嘿————！！！,HEYYYYYYYYY!!!,,Player,YellAtMayStart
line:715ae9,MAYY姑姑！！！！！！,AUNT MAYY!!!!!,,Player,YellAtMayStart
line:d8a3ab,"claire，是你吗？","yes, claire?",,AuntMayNPC,YellAtMayStart
line:4df5b5,没——错！,YEAAAH!,,Player,YellAtMayStart
line:445e93,是我！！！！,IT'S ME!!!!,,Player,YellAtMayStart
line:ccdb15,你在那里都能听到我吗！！？？！？,CAN YOU HEAR ME UP HERE!!??!?,,Player,YellAtMayStart
line:fa6a18,当然了,sure can,,AuntMayNPC,YellAtMayStart
line:8a59ef,哦—,OHHH,,Player,YellAtMayStart
line:8ee909,好的,OKAY,,Player,YellAtMayStart
line:ae3ea7,在上边玩得开心！,have fun up there!,,AuntMayNPC,YellAtMayStart
line:90a5b4,好——的,YEAAAHH,,Player,YellAtMayStart
line:6541f6,我—会—的！！,I WILL!!,,Player,YellAtMayStart
line:c00ec6,嗯,SO,,Player,YellAtMayStart
line:8f00a0,你在——做—什—么—呢！？,WHATCHA DOING!?,If the player yells again.,Player,YellAtMayStart
line:5d2a04,"哦，你懂的","oh, you know",,AuntMayNPC,YellAtMayStart
line:8c722c,没做什么,the usual,,AuntMayNPC,YellAtMayStart
line:ffba56,好—的,OOKAAY,,Player,YellAtMayStart
line:47aad8,酷—,COOL,,Player,YellAtMayStart
line:9caf98,今—晚—吃—什—么！？,WHAT'S FOR DINNER TONIGHT!?,If the player yells again.,Player,YellAtMayStart
line:488fb8,啊,uhh,,AuntMayNPC,YellAtMayStart
line:440bf7,今晚我应该会\n做点咖喱,i think i'm gonna\nmake curry tonight,,AuntMayNPC,YellAtMayStart
line:9ead4c,听—上—去—很—好—吃！！,SOUNDS TASTYY!!,,Player,YellAtMayStart
line:b3537e,嘿—，MAY姑姑,HEY AUNT MAY,If the player yells again.,Player,YellAtMayStart
line:6e8868,怎么了？,yeah?,,AuntMayNPC,YellAtMayStart
line:530dce,我—不—知—道！,I DUNNOOO!,,Player,YellAtMayStart
line:e148b8,我—想—我—很—无—聊！！！,I GUESS I'M BORED!!!,,Player,YellAtMayStart
line:1ae3c3,我看得出来！,i can tell!,,AuntMayNPC,YellAtMayStart
line:938517,你好？,hello?,This cutscene plays at the top of the mountain.,Original,Cellphone3
line:5f8c0e,"嗨，claire","hi, claire",,CutsceneCellphone,Cellphone3
line:2887df,妈妈！,mom!,,Player,Cellphone3
line:db60b7,真高兴能听到你的声音,i'm so glad to hear from you,,Player,Cellphone3
line:ae46f6,这通电话我已经等了一整天了,i've been waiting all day to hear from you,,Player,Cellphone3
line:fb2a4f,我一直很担心,i've been worried,,Player,Cellphone3
line:918f79,啊，亲爱的,aw honey,,CutsceneCellphone,Cellphone3
line:3aaa27,我告诉过你我很好！,i told you i'd be fine!,,CutsceneCellphone,Cellphone3
line:c29b2a,是的,yeah,,Player,Cellphone3
line:625c90,但你总是那么说,but you always say that,,Player,Cellphone3
line:5fed41,而我也总是很好啊！,and i always am!,,CutsceneCellphone,Cellphone3
line:a8b951,...,...,,Player,Cellphone3
line:7f98d9,总之,anyway,,CutsceneCellphone,Cellphone3
line:3e93b6,你最近怎么样？,how have you been?,,CutsceneCellphone,Cellphone3
line:a0dcaa,这个嘛,well,,Player,Cellphone3
line:c94b31,我现在正在神鹰峰的峰顶哦！,i'm at the top of Hawk Peak right now!,,Player,Cellphone3
line:a63e6e,哦！,ooh!,,CutsceneCellphone,Cellphone3
line:2237e8,哇,wow,,CutsceneCellphone,Cellphone3
line:6eb468,我可喜欢那里了,i love it up there,,CutsceneCellphone,Cellphone3
line:5ea065,May和我曾经每个夏天\n都一起去那里呢,May and i used to go up\nevery summer together,,CutsceneCellphone,Cellphone3
line:33337b,现在你也在上面了！,it's about time you made it up!,,CutsceneCellphone,Cellphone3
line:4094cb,是啊... 我知道,yeah... i know,,Player,Cellphone3
line:3c83f7,你都长这么大了啊,you're so big now,,CutsceneCellphone,Cellphone3
line:a36f51,我的小女孩离开了曾经的巢,my little girl's leaving the nest,,CutsceneCellphone,Cellphone3
line:ac8db8,已经不需要老妈了吧,you won't have any need\nfor little ol' mom,,CutsceneCellphone,Cellphone3
line:efe93a,但我需要你,but i DO need you,,Player,Cellphone3
line:8ff0d0,我永远都离不开你！,i'll never not need you!,,Player,Cellphone3
line:943931,当我听说手术的时候...,when i heard about the surgery...,,Player,Cellphone3
line:07950b,...你为什么不把这件事告诉我！？,...how come you never told\nme this was a thing!?,,Player,Cellphone3
line:be076a,我不想让你担心,i didn't want you to worry,,CutsceneCellphone,Cellphone3
line:6a1b43,但,but,,Player,Cellphone3
line:fae7e7,我知道你可能会因为这件事生气,i know you can get worked up about things,,CutsceneCellphone,Cellphone3
line:6315da,我能走到这里全都是因为你,i could have been there for you,,Player,Cellphone3
line:b1f752,"而你现在又独自待在那里","you're all alone there, now",,Player,Cellphone3
line:66e500,"但真的，这没什么的！","really, it was nothing!",,CutsceneCellphone,Cellphone3
line:2acde0,一切都好,everything was fine,,CutsceneCellphone,Cellphone3
line:666129,你没事真的是太好了,i'm just glad you're ok,,Player,Cellphone3
line:d2ddf0,"我爱你，","i love you,",,Player,Cellphone3
line:e25ebd,妈妈,mom,,Player,Cellphone3
line:6a17a6,我也爱你,i love you too,,CutsceneCellphone,Cellphone3
line:2e7f4d,等等,wait,,Player,Cellphone4
line:545678,有什么事情要发生了？！,something's happening?!,,Player,Cellphone4
line:9a8ed9,是那个著名的神鹰峰上升气流吗！？,was that the famous Hawk Peak updraft!?,,CutsceneCellphone,Cellphone4
line:2a159c,额,uh,,Player,Cellphone4
line:9fcd15,看上去是的,looks like it,,Player,Cellphone4
line:9ef186,你现在一定要体验一下这个！,you should catch a ride on it now!,,CutsceneCellphone,Cellphone4
line:1d16be,这机会真的千载难逢,before it fizzles out,,CutsceneCellphone,Cellphone4
line:09fc02,我的确想,i wanna,,Player,Cellphone4
line:a32f4d,但我有点紧张,but i'm kinda nervous,,Player,Cellphone4
line:d5621b,claire,claire,,CutsceneCellphone,Cellphone4
line:0d150f,你能做到的！,you can do it!,,CutsceneCellphone,Cellphone4
line:4c5080,"我很快就会来看你，好吗？","i'll come visit you soon, ok?",,CutsceneCellphone,Cellphone4
line:e45965,以及,also,,CutsceneCellphone,Cellphone4
line:82a853,别忘了替我和<color=red>May姑姑</color>打声招呼！,don't forget to say hi to <color=red>Aunt May</color> for me!,,CutsceneCellphone,Cellphone4
line:e7b047,她现在应该在小屋\n那里等着你呢,she's probably waiting for\nyou back at the cottage,,CutsceneCellphone,Cellphone4
line:52f04c,"拜拜，爱你哦！","bye, love you!",,CutsceneCellphone,Cellphone4
line:230817,"妈妈，我也爱你","love you too, mom",,Player,Cellphone4
line:85188e,嘿,hey,Unsure where this line is...,Original,AuntFinished
line:2ed2fe,我想是时候休息一下了,i think it'd be nice to take a break,If the player tries to take a nap at the end of the game.,Original,EndGameStart
line:be5dbc,睡觉,sleep,Dialogue choice.,Player,EndGameStart
line:6b397e,再等等,not yet,Dialogue choice.,Player,EndGameStart
line:fd5647,好的,alrighty,If they choose to nap.,Original,EndGameStart
line:33151c,现在是休息时间！,it's nap time!,,Original,EndGameStart
line:0493bf,所以那里以前是啥样？,so what has it been like there?,Unused.,Original,Node101
line:f8414d,额,well,Unused.,Player,Node101
line:65055a,"如果你还没有学过的话，我得跟你讲讲该如何俯冲","i need to talk about how to dive, if u havent been given the tutorial yet",Unused.,Original,Node102
line:45a376,这美景我永远都看不厌,i never get tired of this view,This dialogue is played during the opening screen of the game. Claire is speaking to her Aunt in the car.,AuntSpeaker,TitleScreenIntroStart
line:cda187,"claire，","claire,",,AuntSpeaker,TitleScreenIntroStart
line:d7aeb5,你会在这里度过一个\n完美的夏天的！,you're gonna have a great\ntime here this summer!,,AuntSpeaker,TitleScreenIntroStart
line:760ec9,我想,i think,,AuntSpeaker,TitleScreenIntroStart
line:62ea07,远离城市的喧嚣,it'll be good to get\naway from the city,,AuntSpeaker,TitleScreenIntroStart
line:d3607e,从万事万物中暂时抽身而出\n一定是一件很棒的事情吧,and take a break from\neverything else going on,,AuntSpeaker,TitleScreenIntroStart
line:3fd92a,你还醒着吗？,are you still awake?,,AuntSpeaker,TitleScreenIntroStart
line:049cc1,嗯—,mmmmm,,Original,TitleScreenIntroStart
line:302117,也许吧,maybe,,Original,TitleScreenIntroStart
line:dedd03,再坚持一会儿,hold on a little longer!,,AuntSpeaker,TitleScreenIntroStart
line:a605f1,我们马上就要到渡口了,we're almost at the ferry,,AuntSpeaker,TitleScreenIntroStart
line:126e5b,"我选择接下你的这份""兼职""","i'll take your ""side gig""",Dialogue choice.,Player,ConsiderKidQuest
line:03a23c,不了,nope,Dialogue choice.,Player,ConsiderKidQuest
line:0d9c32,好的,good,If you accept Shell Kid's job.,Original,ConsiderKidQuest
line:d2d27b,拿上这个...,take this...,,Original,ConsiderKidQuest
line:85f4ce,...把它送给护林员May,...and deliver it to Ranger May,,Original,ConsiderKidQuest
line:f109e4,就这样,that is all,,Original,ConsiderKidQuest
line:3232ef,随你便,suit yourself,If you decline Shell Kid's quest.,Original,ConsiderKidQuest
line:b0f25b,我这里有你的快递！,i've got a delivery!,If you deliver Shell Kid's necklace to your Aunt.,Player,AuntNecklace
line:1dcac3,这是Jen送给你的,it's from Jen,,Player,AuntNecklace
line:168e81,哦，哇！,oh wow!,,Original,AuntNecklace
line:e06d87,这真的很漂亮,it's so pretty,,Original,AuntNecklace
line:ca470a,她可真是个可爱的孩子,she's such a sweet girl,,Original,AuntNecklace
line:13f4b4,收集这么多贝壳对她\n来说一定很辛苦吧,collecting all those shells\nmust have been a lot of work,,Original,AuntNecklace
line:07c5c9,这个么，实际上...,well actually...,,Player,AuntNecklace
line:e1489b,嗯？,hmm?,,Original,AuntNecklace
line:a40af1,额，算了,eh never mind,,Player,AuntNecklace
line:240101,哦！,oh!,,Original,AuntNecklace
line:fede28,我突然想起来一件事,i remembered something,,Original,AuntNecklace
line:312906,我在小屋里找到了一根金羽毛,i found this golden feather in the cabin,,Original,AuntNecklace
line:21415c,我觉得你应该用得上,i figured you could use it,,Original,AuntNecklace
line:95fb1a,"哇，谢谢","woah, thanks",,Player,AuntNecklace
line:31d44f,这真是个,this is,,Player,AuntNecklace
line:3ac7bb,奇怪的时间点,weird timing,,Player,AuntNecklace
line:594e0f,"这难道是我运送\n项链的奖励吗？","is this like, a reward for\ndelivering the necklace?",This is a joke about how video games always give you rewards for quests - and this is the quest reward even though the characters in the game don't know it.,Player,AuntNecklace
line:4f7537,"额，应该—不是？","uh, no?",,Original,AuntNecklace
line:324d4c,哈哈,huh,,Player,AuntNecklace
line:2d2083,"哦，对了","oh, by the way",,Original,AuntNecklace
line:727813,哦哦哦，这东西真是太棒了,ohh that's perfect,If you trade a toy shovel to the frog for the big shovel.,Original,FrogTrade
line:39b491,我拿我的跟你换！,let's trade!,,Original,FrogTrade
line:0c7755,当你想用我的铲子的时候...,when you want to use my shovel...,,Original,FrogTrade
line:dfbca3,只需要<color=red>按下{{MenuButton}}</color>来打开你的背包\n然后<color=red>装备</color>它就行了,<color=red>press {{MenuButton}}</color> to open your inventory\nand <color=red>equip it</color>,,Original,FrogTrade
line:52873b,玩得开心！,keep it fresh!,,Original,FrogTrade
line:08d344,"请等一下，\n年轻的朋友","hold on there,\nyoung friend",When you meet the big bear in the snowy area.,Original,PolarBearStart
line:acea5b,我希望你不介意我这么说,i hope you don't mind me saying,,Original,PolarBearStart
line:1099bb,但你看上去\n有点缺乏准备,but you seem a\nlittle unprepared,,Original,PolarBearStart
line:817652,这里的温度对于不常来\n的登山客来说可能会有点低,it's mighty cold up here for\nfolks who aren't accustomed,,Original,PolarBearStart
line:2136cc,我真没想到这里能这么冷！,i didn't expect it to get this cold!,,Player,PolarBearStart
line:eb8b41,我的羽毛都要冻住了,my feathers are freezing up,,Player,PolarBearStart
line:e544b0,神鹰峰丰富的地热资源\n在本省称得上是独一无二,Hawk Peak is unique in the\nprovince for geothermal activity,,Original,PolarBearStart
line:0c4c62,"如果你觉得太冷了的话，就在\n山里的温泉旁休息一会儿吧","if you get too chilly, stop\nat one of the hotsprings",,Original,PolarBearStart
line:00e22d,它们应该能\n让你恢复活力！,that should give you\nback your strength!,,Original,PolarBearStart
line:53a164,谢谢你的提醒！,thanks for the tip!,This dialogue only plays if you don't have enough feathers at this point.,Player,PolarBearStart
line:da7689,额,uh,,Player,PolarBearStart
line:4e76d8,我是不是已经快要登顶了？,am i almost at the top?,,Player,PolarBearStart
line:6535ef,"这个，没错...","well, yes...",,Original,PolarBearStart
line:035a7d,但后面还有非常棘手的\n攀岩在等着你,but it's a tricky climb,,Original,PolarBearStart
line:c3ba01,你也许还需要更多的\n<color=red>金羽毛</color>才能成功,you might need more <color=red>golden\nfeathers</color> than you have now,,Original,PolarBearStart
line:6e4900,嘿,hey there,This dialogue plays after you've gotten to the top.,Original,PolarBearStart
line:81a16c,你安全登顶了吗？,did you get up safely?,,Original,PolarBearStart
line:2f558c,没错！,yup!,,Player,PolarBearStart
line:1bd829,额,well,,Player,PolarBearStart
line:05be99,也可以说我是...,you could say i...,,Player,PolarBearStart
line:fef811,...实现了我的熊—心壮志！,...BEAR-ly made it!,This is a pun.,Player,PolarBearStart
line:bd9ba7,哈哈,haha,,Player,PolarBearStart
line:100ad6,...,...,,Original,PolarBearStart
line:e09a0c,你懂了吗？,do you get it?,,Player,PolarBearStart
line:c8da80,哦,oh,,Original,PolarBearStart
line:b44e22,我懂了,i get it,,Original,PolarBearStart
line:835d44,在那边一定要小心啊！,be safe out there!,If you talk to the bear again before making it to the top.,Original,PolarBearStart
line:53a781,如果你遇到麻烦的话，我会\n给你的姑姑发无线电的！,i'm the one who has to\nradio your aunt if\nyou get into trouble!,,Original,PolarBearStart
line:c3e961,奔跑便是我的生活,running is my life,A random jogger will say this.,Original,Runner2Start
line:bfbadb,我在世界各地都参加过马拉松,i run marathons all around the world,,Original,Runner2Start
line:773dc9,但如果,what if,If you talk to the jogger again.,Original,Runner2Start
line:11536d,奔跑并不是我的生活,running wasn't my life,,Original,Runner2Start
line:36d1dd,我实际上只是在利用奔跑,but i was actually using running,,Original,Runner2Start
line:8de64b,来逃避我的生活呢！？,to run FROM life!?,,Original,Runner2Start
line:c173c6,...,...,,Original,Runner2Start
line:670a59,这想法实在是太糟糕了,that's a troubling thought,,Original,Runner2Start
line:f72c0e,速度第一！！,SPEED FIRST!!,A random jogger.,Original,Runner3Start
line:5fd249,聊天第二！！,TALK LATER!!,,Original,Runner3Start
line:82d424,嘿！,hey!,If you talk to a specific jogger after hearing about the race.,Player,Runner3Start
line:3875bf,你们这是在赛跑吗？,are you doing the race today?,,Player,Runner3Start
line:199978,没错,yeah,,Original,Runner3Start
line:24dca3,我现在有点忙,i'm kinda busy right now,,Original,Runner3Start
line:205f2e,你打算干什么？,what do you want?,,Original,Runner3Start
line:4259b6,你为什么在跑步啊？,what are you jogging for?,If the player hasn't heard about the race when starting this dialogue.,Player,Runner3Start
line:575dc5,什么？,excuse me?,,Original,Runner3Start
line:ec50e2,我这是在为了比赛在训练！,i'm training for the race!,,Original,Runner3Start
line:f41820,你打算干什么？,what do you want?,,Original,Runner3Start
line:4c1ab9,怎么又是你？,you again?,If you talk to them again.,Original,Runner3Start
line:6e934b,你到底打算干什么？,what do you want?,,Original,Runner3Start
line:bed782,我能加入比赛吗？,can i join the race?,Dialogue choice.,Player,Runner3Start
line:f0d6a7,没什么,nothing,Dialogue choice.,Player,Runner3Start
line:0a5f04,*叹气*,*sigh*,,Original,Runner3Start
line:f09f2c,"比赛报名差不多\n上个月就结束了","registration ended\nlike, last month",,Original,Runner3Start
line:d9fe0a,为什么你们就不能\n认真的看一下规则呢！？,why does no one\nread the rules!?,,Original,Runner3Start
line:538f2a,你已经是我今天拒绝的<color=red>第二个家伙</color>了！,you're <color=red>the second person</color>\ni've had to turn away today!,This person is Avery.,Original,Runner3Start
line:4b379d,不管怎样,anyway,,Original,Runner3Start
line:9cdf84,我得走了,i gotta go,,Original,Runner3Start
line:2fffae,呃,welp,,Original,Runner3Start
line:b89bd1,我得走了,i gotta go,,Original,Runner3Start
line:6ce8aa,呃啊...,ugh...,A random jogger.,Original,Runner4Start
line:682dfd,我讨厌练腿日,i hate leg days,,Original,Runner4Start
line:919d2e,哦，额,oh uh,"If the player has met their uncle, this plays...",Player,Runner4Start
line:486301,你叔叔让我提醒你,your uncle wanted me to remind you,,Player,Runner4Start
line:412751,记得休息,to take breaks,,Player,Runner4Start
line:dc639a,以及要及时补水,and to stay hydrated,,Player,Runner4Start
line:c9231c,这是个很好的建议,that's good advice,,Original,Runner4Start
line:17a4fb,但等我先再来一圈再说吧...,just one more lap first...,,Original,Runner4Start
line:d74fa4,祝你好运！,good luck!,,Player,Runner4Start
line:41e6b6,谢谢,thanks,,Original,Runner4Start
line:5cafa7,呃啊...,ugh...,,Original,Runner4Start
line:771cf2,我讨厌练腿日,i hate leg days,,Original,Runner4Start
line:21cf22,"Helianthus Dissultantis，又名""橡胶花""","The Helianthus Dissultantis ""Rubber Flower""",This is a sign that describes how the flower + bucket mechanic works. Written in the style of an informational board at a park.,Original,BucketSignStart
line:ac8167,神鹰峰省级公园园花,Hawk Peak Provincial Park's Official Flower,,Original,BucketSignStart
line:e36269,"这种独特的花朵在山洪暴发时\n会像水气球一样快速储水膨胀\n并<color=yellow>瞬间开放</color>！","This unique species <color=yellow>blooms instantly</color>\nin flash flooding conditions, inflating\nlike a water balloon!",,Original,BucketSignStart
line:ec2521,你可以用公园的公用<color=yellow>水桶</color>\n来亲自体验这一过程！,Experience it for yourself with one of\nthe park's communal <color=yellow>water buckets!</color>,,Original,BucketSignStart
line:da1b6e,<color=#e3967f>*所有的水桶都属于公园资产。</color>,<color=#e3967f>*All buckets are property of the park.</color>,,Original,BucketSignStart
line:9d3c78,<color=#e3967f>请不要把水桶带离公园！！</color>,<color=#e3967f>Please do not remove buckets\nfrom the park!!</color>,,Original,BucketSignStart
line:cdb11f,嗯,hmm,,Player,BucketSignStart
